tanggal,komoditas,commodity_id,harga_terkini,harga_sebelumnya,perubahan_rupiah,perubahan_persen,harga_rata_rata,harga_terendah,harga_tertinggi,status_perubahan,unit,image_path
2026-05-31,Ayam Broiler/Ras,16,43161,43313,-152,-0.350933899752961,43750,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-01,Ayam Broiler/Ras,16,43900,43161,739,1.7121938787331157,43749,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-02,Ayam Broiler/Ras,16,43267,43333,-66,-0.1523088639143378,43739,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-04,Ayam Broiler/Ras,16,43518,42776,742,1.7346175425472228,43720,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-05,Ayam Broiler/Ras,16,42987,43480,-493,-1.1338546458141674,43721,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-06,Ayam Broiler/Ras,16,41579,42562,-983,-2.309571918612847,43689,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-08,Ayam Broiler/Ras,16,42813,41250,1563,3.7890909090909095,43644,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-09,Ayam Broiler/Ras,16,42566,42813,-247,-0.5769275687291243,43631,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-10,Ayam Broiler/Ras,16,41436,42566,-1130,-2.6547009350185595,43602,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-11,Ayam Broiler/Ras,16,43524,41436,2088,5.039096437880104,43581,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-14,Ayam Broiler/Ras,16,43550,42616,934,2.191665102308992,43520,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-16,Ayam Broiler/Ras,16,41936,42232,-296,-0.7008903201363894,43487,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-17,Ayam Broiler/Ras,16,44100,41936,2164,5.160244181610072,43446,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-20,Ayam Broiler/Ras,16,42627,42059,568,1.3504838441237308,43311,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-21,Ayam Broiler/Ras,16,43569,42627,942,2.20986698571328,43275,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-22,Ayam Broiler/Ras,16,41767,43569,-1802,-4.135968234295026,43253,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-23,Ayam Broiler/Ras,16,43832,41744,2088,5.00191644308164,43241,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-26,Ayam Broiler/Ras,16,41233,41132,101,0.2455509092677234,43179,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-27,Ayam Broiler/Ras,16,43820,41233,2587,6.274100841558945,43180,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-28,Ayam Broiler/Ras,16,42253,43019,-766,-1.780608568307027,43153,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-29,Ayam Broiler/Ras,16,41552,42900,-1348,-3.142191142191142,43124,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-06-30,Ayam Broiler/Ras,16,41657,41552,105,0.2526954177897574,43103,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-01,Ayam Broiler/Ras,16,43137,41657,1480,3.5528242552272125,43060,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-02,Ayam Broiler/Ras,16,41478,43137,-1659,-3.845886362055776,43024,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-03,Ayam Broiler/Ras,16,42843,41478,1365,3.290901200636482,43002,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-04,Ayam Broiler/Ras,16,39417,42843,-3426,-7.996638890833975,42974,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-05,Ayam Broiler/Ras,16,41659,42293,-634,-1.4990660392972832,42949,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-06,Ayam Broiler/Ras,16,42907,41659,1248,2.995751218224153,42929,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-07,Ayam Broiler/Ras,16,41590,42940,-1350,-3.1439217512808573,42890,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-08,Ayam Broiler/Ras,16,41887,41757,130,0.3113250472974591,42883,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-09,Ayam Broiler/Ras,16,40933,41887,-954,-2.277556282378781,42867,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-10,Ayam Broiler/Ras,16,44183,41986,2197,5.232696613156766,42862,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-11,Ayam Broiler/Ras,16,42072,43183,-1111,-2.572771692564204,42845,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-12,Ayam Broiler/Ras,16,42573,42072,501,1.190815744438106,42831,29727,60000,rise,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-13,Ayam Broiler/Ras,16,42467,42573,-106,-0.2489840979024264,42818,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-15,Ayam Broiler/Ras,16,42243,42520,-277,-0.6514581373471308,42798,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-07-17,Ayam Broiler/Ras,16,41872,42739,-867,-2.0285921523666905,42764,29727,60000,fall,ekor,https://infopangan.jakarta.go.id/api2/v1/file?name=ayam-broiler-ras.png
2026-05-31,Bawang Merah,12,59476,59133,343,0.5800483655488475,51937,20511,70000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-01,Bawang Merah,12,59483,59476,7,0.0117694532248301,52015,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-02,Bawang Merah,12,56450,59817,-3367,-5.62883461223398,52084,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-04,Bawang Merah,12,61131,62243,-1112,-1.7865462782963546,52400,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-05,Bawang Merah,12,60133,60869,-736,-1.209154085002218,52478,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-06,Bawang Merah,12,59550,60274,-724,-1.2011812721903308,52575,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-08,Bawang Merah,12,59527,60323,-796,-1.319563019080616,52750,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-09,Bawang Merah,12,59731,59527,204,0.3427016311925681,52840,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-10,Bawang Merah,12,58467,59731,-1264,-2.116154090840602,52914,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-11,Bawang Merah,12,58465,58467,-2,-0.0034207330630954,52997,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-14,Bawang Merah,12,58117,58271,-154,-0.2642824046266582,53242,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-16,Bawang Merah,12,58410,58017,393,0.6773876622369305,53376,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-17,Bawang Merah,12,58300,58410,-110,-0.1883239171374764,53409,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-20,Bawang Merah,12,55921,55498,423,0.7621896284550794,53465,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-21,Bawang Merah,12,56545,55921,624,1.1158598737504697,53483,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-22,Bawang Merah,12,55250,56545,-1295,-2.290211336103988,53501,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-23,Bawang Merah,12,54769,55324,-555,-1.0031812594895524,53490,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-26,Bawang Merah,12,52867,53967,-1100,-2.038282654214613,53485,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-27,Bawang Merah,12,53000,52867,133,0.2515747063385476,53471,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-28,Bawang Merah,12,51600,52357,-757,-1.4458429627365967,53461,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-29,Bawang Merah,12,52079,52267,-188,-0.3596915835995944,53446,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-06-30,Bawang Merah,12,52000,52079,-79,-0.1516926208260527,53432,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-01,Bawang Merah,12,50983,52000,-1017,-1.9557692307692307,53440,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-02,Bawang Merah,12,50457,50983,-526,-1.0317164545044426,53427,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-03,Bawang Merah,12,51022,50457,565,1.1197653447489944,53426,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-04,Bawang Merah,12,50000,51022,-1022,-2.0030575046058563,53445,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-05,Bawang Merah,12,51150,50786,364,0.7167329579017839,53408,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-06,Bawang Merah,12,48433,51150,-2717,-5.311827956989247,53384,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-07,Bawang Merah,12,50100,49067,1033,2.105284610838241,53429,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-08,Bawang Merah,12,49787,49933,-146,-0.2923918050187251,53376,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-09,Bawang Merah,12,49100,49787,-687,-1.379878281479101,53361,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-10,Bawang Merah,12,48417,48701,-284,-0.5831502433214923,53334,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-11,Bawang Merah,12,50031,48917,1114,2.27732690066848,53317,20511,75000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-12,Bawang Merah,12,49333,50031,-698,-1.3951350162899003,53307,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-13,Bawang Merah,12,49067,49333,-266,-0.5391928323840026,53284,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-15,Bawang Merah,12,48678,49177,-499,-1.0147019948349838,53275,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-07-17,Bawang Merah,12,47377,49141,-1764,-3.5896705398750535,53250,20511,75000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-merah.png
2026-05-31,Bawang Putih,13,42401,42817,-416,-0.9715767101852067,40842,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-01,Bawang Putih,13,41067,42401,-1334,-3.146152213391193,40832,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-02,Bawang Putih,13,41350,41367,-17,-0.0410955592622138,40806,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-04,Bawang Putih,13,41457,42238,-781,-1.8490458828543013,40815,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-05,Bawang Putih,13,41233,41271,-38,-0.0920743379128201,40805,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-06,Bawang Putih,13,42893,41776,1117,2.67378399080812,40793,18000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-08,Bawang Putih,13,42040,42137,-97,-0.2302014856302062,40797,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-09,Bawang Putih,13,42711,42040,671,1.5960989533777354,40798,18000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-10,Bawang Putih,13,42601,42711,-110,-0.2575448947577907,40797,18000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-11,Bawang Putih,13,42742,42601,141,0.3309781460529096,40794,18000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-14,Bawang Putih,13,43320,38371,4949,12.897761330171225,40798,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-16,Bawang Putih,13,43381,44124,-743,-1.683890853050494,40838,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-17,Bawang Putih,13,43120,43381,-261,-0.6016458818376709,40842,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-20,Bawang Putih,13,44743,45041,-298,-0.6616194134233254,40924,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-21,Bawang Putih,13,44764,44743,21,0.0469347160449679,40949,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-22,Bawang Putih,13,43950,44764,-814,-1.8184255205075508,40976,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-23,Bawang Putih,13,43998,44074,-76,-0.1724372646004447,40984,3000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-26,Bawang Putih,13,43350,44031,-681,-1.546637596239013,41054,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-27,Bawang Putih,13,43780,43350,430,0.991926182237601,41054,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-28,Bawang Putih,13,44613,43745,868,1.984226768773574,41072,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-29,Bawang Putih,13,44085,44000,85,0.1931818181818181,41094,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-06-30,Bawang Putih,13,43228,44085,-857,-1.9439718725189967,41116,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-01,Bawang Putih,13,44527,43228,1299,3.004996761358379,41123,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-02,Bawang Putih,13,43950,44527,-577,-1.2958429716801043,41134,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-03,Bawang Putih,13,43813,43950,-137,-0.3117178612059158,41141,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-04,Bawang Putih,13,44250,43813,437,0.9974208568233172,41147,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-05,Bawang Putih,13,43643,43526,117,0.2688048522722051,41174,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-06,Bawang Putih,13,43513,43643,-130,-0.2978713653965126,41182,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-07,Bawang Putih,13,44420,43593,827,1.897093570068589,41197,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-08,Bawang Putih,13,44727,44353,374,0.8432349559218091,41223,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-09,Bawang Putih,13,44767,44727,40,0.0894314396225993,41236,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-10,Bawang Putih,13,44033,44562,-529,-1.187110093801894,41257,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-11,Bawang Putih,13,44724,44200,524,1.1855203619909502,41270,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-12,Bawang Putih,13,44353,44724,-371,-0.8295322421965835,41289,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-13,Bawang Putih,13,44267,44353,-86,-0.1938989470836245,41314,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-15,Bawang Putih,13,44507,44260,247,0.5580659737912336,41352,5000,60000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-07-17,Bawang Putih,13,44250,44417,-167,-0.3759821689893509,41388,5000,60000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=bawang-putih.png
2026-05-31,Beras IR 42/Pera,5,16320,16373,-53,-0.3237036584621022,15916,11915,19000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-01,Beras IR 42/Pera,5,16467,16320,147,0.900735294117647,15924,11915,19000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-02,Beras IR 42/Pera,5,15966,16367,-401,-2.4500519337691697,15921,11915,19000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-04,Beras IR 42/Pera,5,16196,16553,-357,-2.156708753700236,15934,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-05,Beras IR 42/Pera,5,16150,16196,-46,-0.2840207458631761,15937,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-06,Beras IR 42/Pera,5,15693,16242,-549,-3.38012560029553,15936,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-08,Beras IR 42/Pera,5,16361,16095,266,1.6526871699285492,15942,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-09,Beras IR 42/Pera,5,16310,16361,-51,-0.3117168877207995,15943,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-10,Beras IR 42/Pera,5,16410,16310,100,0.6131207847946045,15944,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-11,Beras IR 42/Pera,5,16548,16410,138,0.8409506398537478,15951,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-14,Beras IR 42/Pera,5,16344,16347,-3,-0.0183519911910442,15963,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-16,Beras IR 42/Pera,5,15967,16299,-332,-2.0369347812749248,15968,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-17,Beras IR 42/Pera,5,15797,15967,-170,-1.0646959353666938,15967,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-20,Beras IR 42/Pera,5,16369,16405,-36,-0.2194452910697958,15972,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-21,Beras IR 42/Pera,5,16504,16369,135,0.8247296719408638,15977,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-22,Beras IR 42/Pera,5,16375,16504,-129,-0.7816286960736791,15977,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-23,Beras IR 42/Pera,5,16484,16404,80,0.487685930260912,15975,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-26,Beras IR 42/Pera,5,16345,16350,-5,-0.0305810397553516,15980,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-27,Beras IR 42/Pera,5,16280,16345,-65,-0.3976751300091771,15979,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-28,Beras IR 42/Pera,5,16440,16552,-112,-0.6766553890768487,15988,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-29,Beras IR 42/Pera,5,16301,16440,-139,-0.8454987834549877,15995,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-06-30,Beras IR 42/Pera,5,16233,16301,-68,-0.4171523219434391,15997,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-01,Beras IR 42/Pera,5,16611,16233,378,2.3285899094437257,16004,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-02,Beras IR 42/Pera,5,16451,16611,-160,-0.9632171452651858,16005,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-03,Beras IR 42/Pera,5,16500,16451,49,0.2978542337851802,16007,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-04,Beras IR 42/Pera,5,15889,16500,-611,-3.703030303030303,16005,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-05,Beras IR 42/Pera,5,16617,16557,60,0.3623844899438304,16012,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-06,Beras IR 42/Pera,5,16455,16617,-162,-0.9749052175482938,16012,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-07,Beras IR 42/Pera,5,16268,16488,-220,-1.3343037360504608,16013,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-08,Beras IR 42/Pera,5,16375,16335,40,0.2448729721456994,16012,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-09,Beras IR 42/Pera,5,16300,16375,-75,-0.4580152671755725,16011,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-10,Beras IR 42/Pera,5,16310,16408,-98,-0.5972696245733788,16010,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-11,Beras IR 42/Pera,5,16587,16310,277,1.6983445738810548,16012,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-12,Beras IR 42/Pera,5,16433,16587,-154,-0.9284379333212756,16012,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-13,Beras IR 42/Pera,5,16575,16433,142,0.8641148907685754,16013,11915,20000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-15,Beras IR 42/Pera,5,16212,16525,-313,-1.8940998487140697,16010,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-07-17,Beras IR 42/Pera,5,16401,16527,-126,-0.7623888182973316,16012,11915,20000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_42_Pera.png
2026-05-31,Beras IR. I (IR 64),1,15555,15479,76,0.4909877899089089,15414,10958,18000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-01,Beras IR. I (IR 64),1,15666,15555,111,0.7135969141755062,15419,10958,18000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-02,Beras IR. I (IR 64),1,15363,15771,-408,-2.587026821381016,15423,10958,18000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-04,Beras IR. I (IR 64),1,15549,15618,-69,-0.4417979254706108,15428,10958,18000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-05,Beras IR. I (IR 64),1,15573,15484,89,0.5747868767760268,15428,10958,18000,rise,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-06,Beras IR. I (IR 64),1,15665,15725,-60,-0.3815580286168521,15428,10958,18000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
2026-06-08,Beras IR. I (IR 64),1,15482,15715,-233,-1.4826598790964047,15429,10958,18000,fall,kg,https://infopangan.jakarta.go.id/api2/v1/file?name=IR_I_(IR_64).png
