tanggal,komoditas,harga_sebenarnya,prediksi_random_forest,prediksi_xgboost,prediksi_lightgbm,error_random_forest,error_xgboost,error_lightgbm,batas_harga_HET,status_stabilitas,harga_kemarin,harga_3_hari_lalu,harga_7_hari_lalu,harga_14_hari_lalu,rata_rata_7_hari,rata_rata_14_hari,fluktuasi_7_hari,bulan,hari_dalam_minggu
2026-02-28,Ayam BroilerRas,43514,45414.03768295331,46090.504,45137.012753210285,1900.0376829533125,2576.50390625,1623.0127532102852,48359.92279411765,Aman,45290.0,43847.0,45642.0,45622.0,45199.142857142855,45262.57142857143,1251.0373600298517,2,5
2026-03-01,Ayam BroilerRas,44324,45067.511288972826,45347.504,45009.28326126062,743.5112889728262,1023.50390625,685.2832612606217,48359.92279411765,Aman,43514.0,45835.0,47267.0,45261.0,44778.71428571428,45195.642857142855,879.6862535937903,3,6
2026-03-02,Ayam BroilerRas,46533,44944.59331176335,45347.504,45091.91665211806,1588.4066882366533,1185.49609375,1441.0833478819404,48359.92279411765,Aman,44324.0,45290.0,45368.0,44133.0,44945.142857142855,45367.07142857143,1093.8813812248814,3,0
2026-03-03,Ayam BroilerRas,42959,44797.13143621917,45769.285,44641.17983102495,1838.1314362191697,2810.28515625,1682.1798310249505,48359.92279411765,Aman,46533.0,43514.0,45273.0,44750.0,44614.57142857143,45239.142857142855,1307.146364814433,3,1
2026-03-04,Ayam BroilerRas,42767,44868.093143834136,45769.06,45614.447656720055,2101.093143834136,3002.05859375,2847.4476567200545,48359.92279411765,Aman,42959.0,44324.0,43847.0,45695.0,44460.28571428572,45030.0,1466.8285192079777,3,2
2026-03-05,Ayam BroilerRas,45389,44623.974067919764,44703.48,45287.000346247936,765.0259320802361,685.51953125,101.99965375206375,48359.92279411765,Aman,42767.0,46533.0,45835.0,46506.0,44396.57142857143,44950.21428571428,1405.5704485063163,3,3
2026-03-06,Ayam BroilerRas,44275,44762.734324661156,44710.996,44143.82325906732,487.7343246611563,435.99609375,131.1767409326785,48359.92279411765,Aman,45389.0,42959.0,45290.0,45295.0,44251.57142857143,44877.357142857145,1349.2689202110814,3,4
2026-03-07,Ayam BroilerRas,44908,45151.19152296118,45769.06,45369.74750325154,243.19152296117682,861.05859375,461.7475032515431,48359.92279411765,Aman,44275.0,42767.0,43514.0,45642.0,44450.71428571428,44824.92857142857,1324.9176973540154,3,5
2026-03-08,Ayam BroilerRas,43391,44335.48522242802,44703.48,43835.89945143052,944.4852224280185,1312.48046875,444.8994514305232,48359.92279411765,Aman,44908.0,45389.0,44324.0,47267.0,44317.42857142857,44548.07142857143,1385.3413366559084,3,6
2026-03-09,Ayam BroilerRas,44750,44069.77637725245,45308.117,44418.210486077325,680.2236227475514,558.1171875,331.7895139226748,48359.92279411765,Aman,43391.0,44275.0,46533.0,45368.0,44062.71428571428,44503.92857142857,1027.8804590492,3,0
2026-03-10,Ayam BroilerRas,44465,43829.02267000355,45308.117,43835.89945143052,635.9773299964509,843.1171875,629.1005485694768,48359.92279411765,Aman,44750.0,44908.0,42959.0,45273.0,44277.857142857145,44446.21428571428,909.1087996074893,3,1
2026-03-11,Ayam BroilerRas,45038,45107.94440957739,46413.082,45028.365932602166,69.94440957738698,1375.08203125,9.63406739783386,48359.92279411765,Aman,44465.0,43391.0,42767.0,43847.0,44602.28571428572,44531.28571428572,647.716942881074,3,2
2026-03-12,Ayam BroilerRas,44217,44179.05671886257,45042.523,44243.121399296564,37.94328113742813,825.5234375,26.12139929656405,48359.92279411765,Aman,45038.0,44750.0,45389.0,45835.0,44434.857142857145,44415.71428571428,555.3561705702377,3,3
2026-03-13,Ayam BroilerRas,44464,44627.33918649707,45769.06,45028.365932602166,163.33918649706902,1305.05859375,564.3659326021661,48359.92279411765,Aman,44217.0,44465.0,44275.0,45290.0,44461.857142857145,44356.71428571428,550.8652069158474,3,4
2026-03-14,Ayam BroilerRas,40957,43799.785534899886,43970.215,43503.92912758878,2842.7855348998855,3013.21484375,2546.929127588781,48359.92279411765,Aman,44464.0,45038.0,44908.0,43514.0,43897.42857142857,44174.07142857143,1394.9693971724162,3,5
2026-03-15,Ayam BroilerRas,44167,45388.34457654838,45075.543,44552.53810944264,1221.3445765483775,908.54296875,385.53810944264114,48359.92279411765,Aman,40957.0,44217.0,43391.0,44324.0,44008.28571428572,44162.857142857145,1378.756168228642,3,6
2026-03-16,Ayam BroilerRas,47362,44436.70312820068,45536.484,44936.43036462515,2925.296871799321,1825.515625,2425.56963537485,48359.92279411765,Aman,44167.0,44464.0,44750.0,46533.0,44381.42857142857,44222.07142857143,1876.5403323796627,3,0
2026-03-17,Ayam BroilerRas,46803,45859.42879836505,45769.285,44980.83317503457,943.5712016349498,1033.71484375,1822.1668249654322,48359.92279411765,Aman,47362.0,40957.0,44465.0,42959.0,44715.42857142857,44496.642857142855,2089.838658616395,3,1
2026-03-18,Ayam BroilerRas,46960,45120.00961351796,45769.285,45062.92438568455,1839.9903864820371,1190.71484375,1897.0756143154504,48359.92279411765,Aman,46803.0,44167.0,45038.0,42767.0,44990.0,44796.142857142855,2258.719253618435,3,2
2026-03-19,Ayam BroilerRas,46367,44823.6259447772,45070.418,44619.70459489231,1543.3740552227973,1296.58203125,1747.2954051076886,48359.92279411765,Aman,46960.0,47362.0,44217.0,45389.0,45297.142857142855,44866.0,2282.145147923423,3,3
2026-03-20,Ayam BroilerRas,48217,45494.17524326614,45876.64,45583.873257598185,2722.824756733862,2340.359375,2633.126742401815,48359.92279411765,Aman,46367.0,46803.0,44464.0,44275.0,45833.28571428572,45147.57142857143,2485.572148371848,3,4
